k,weighting,emb_type,emb_path,emb_fmt,fold,rmse,pearson_corr,pearson_p,spearman_corr,spearman_p
70,distance,fasttext,crawl-300d-2M-subword.bin,bin,all,0.46016317719470773,0.9043304314519102,0.0,0.9046787770028855,0.0
75,distance,fasttext,crawl-300d-2M-subword.bin,bin,1,0.4794790438401344,0.8919937310883878,0.0,0.8933032629540698,0.0
75,distance,fasttext,crawl-300d-2M-subword.bin,bin,2,0.47817929843591056,0.8960873232087319,0.0,0.8956118324016573,0.0
75,distance,fasttext,crawl-300d-2M-subword.bin,bin,3,0.4377198385016629,0.9162295955373689,0.0,0.9158257645665802,0.0
75,distance,fasttext,crawl-300d-2M-subword.bin,bin,4,0.44628395096547213,0.9121989439989742,0.0,0.9140420820385371,0.0
75,distance,fasttext,crawl-300d-2M-subword.bin,bin,5,0.4657238939803265,0.9039909444601237,0.0,0.9042594850283963,0.0
75,distance,fasttext,crawl-300d-2M-subword.bin,bin,all,0.4614772051447013,0.9041001076587174,0.0,0.9046084853978481,0.0
80,distance,fasttext,crawl-300d-2M-subword.bin,bin,1,0.4803229048536079,0.8918700153063626,0.0,0.893266394324301,0.0
80,distance,fasttext,crawl-300d-2M-subword.bin,bin,2,0.480130038032558,0.8954870747687759,0.0,0.8952313438424238,0.0
80,distance,fasttext,crawl-300d-2M-subword.bin,bin,3,0.4390843228782643,0.9159860987373337,0.0,0.9155816732397302,0.0
80,distance,fasttext,crawl-300d-2M-subword.bin,bin,4,0.449310985397923,0.9112255379647716,0.0,0.9130032275036604,0.0
80,distance,fasttext,crawl-300d-2M-subword.bin,bin,5,0.4682024066715059,0.9031406837978242,0.0,0.9033912893466124,0.0
80,distance,fasttext,crawl-300d-2M-subword.bin,bin,all,0.4634101315667719,0.9035418821150136,0.0,0.9040947856513455,0.0
85,distance,fasttext,crawl-300d-2M-subword.bin,bin,1,0.48174674046974536,0.8914849022779328,0.0,0.8928403109234507,0.0
85,distance,fasttext,crawl-300d-2M-subword.bin,bin,2,0.48080020182524325,0.8955639784320188,0.0,0.895262632284756,0.0
85,distance,fasttext,crawl-300d-2M-subword.bin,bin,3,0.44054404674739184,0.9157128102312095,0.0,0.9154072959618366,0.0
85,distance,fasttext,crawl-300d-2M-subword.bin,bin,4,0.45097763799712787,0.9108731130870917,0.0,0.9127105948477177,0.0
85,distance,fasttext,crawl-300d-2M-subword.bin,bin,5,0.4706877450885434,0.902306577700833,0.0,0.9025595843143216,0.0
85,distance,fasttext,crawl-300d-2M-subword.bin,bin,all,0.46495127442561035,0.9031882763458171,0.0,0.9037560836664165,0.0
90,distance,fasttext,crawl-300d-2M-subword.bin,bin,1,0.48270471017117383,0.8913237845071603,0.0,0.8928060290084409,0.0
90,distance,fasttext,crawl-300d-2M-subword.bin,bin,2,0.4824915769056,0.8950816199752019,0.0,0.8948106436287849,0.0
90,distance,fasttext,crawl-300d-2M-subword.bin,bin,3,0.44287210210113426,0.9150143226647286,0.0,0.9148055141732063,0.0
90,distance,fasttext,crawl-300d-2M-subword.bin,bin,4,0.45332143134639574,0.910072119976435,0.0,0.9119323894811058,0.0
90,distance,fasttext,crawl-300d-2M-subword.bin,bin,5,0.47198931180873943,0.9021987328753533,0.0,0.9024349525537361,0.0
90,distance,fasttext,crawl-300d-2M-subword.bin,bin,all,0.4666758264666087,0.9027381159997757,0.0,0.9033579057690548,0.0
95,distance,fasttext,crawl-300d-2M-subword.bin,bin,1,0.4834491112719209,0.8911593024341709,0.0,0.8926349817005685,0.0
95,distance,fasttext,crawl-300d-2M-subword.bin,bin,2,0.48448886021283494,0.8942943934204665,0.0,0.8940969963965758,0.0
95,distance,fasttext,crawl-300d-2M-subword.bin,bin,3,0.44374409860997094,0.9149858111557448,0.0,0.9149289199247412,0.0
95,distance,fasttext,crawl-300d-2M-subword.bin,bin,4,0.45482268922978675,0.9097126746280052,0.0,0.9116153787392793,0.0
95,distance,fasttext,crawl-300d-2M-subword.bin,bin,5,0.4743639511210159,0.9013246354863466,0.0,0.901470289976751,0.0
95,distance,fasttext,crawl-300d-2M-subword.bin,bin,all,0.4681737420891059,0.9022953634249469,0.0,0.9029493133475832,0.0
100,distance,fasttext,crawl-300d-2M-subword.bin,bin,1,0.48429290691412835,0.8911134260561777,0.0,0.892584842652086,0.0
100,distance,fasttext,crawl-300d-2M-subword.bin,bin,2,0.4851021603503411,0.8944204020676528,0.0,0.8942133540651154,0.0
100,distance,fasttext,crawl-300d-2M-subword.bin,bin,3,0.44609676849509017,0.9142173391655963,0.0,0.9141637368963746,0.0
100,distance,fasttext,crawl-300d-2M-subword.bin,bin,4,0.4566101644176237,0.9092806262627322,0.0,0.9112835078201006,0.0
100,distance,fasttext,crawl-300d-2M-subword.bin,bin,5,0.4750425849564039,0.9014079081663141,0.0,0.9016552613595333,0.0
100,distance,fasttext,crawl-300d-2M-subword.bin,bin,all,0.4694289170267174,0.9020879403436947,0.0,0.902780140558642,0.0
