k,weighting,emb_type,emb_path,emb_fmt,fold,rmse,pearson_corr,pearson_p,spearman_corr,spearman_p
70,distance,fasttext,ar_gpt2_sent.vec,vec,3,1.1176786596063084,0.89775991672471,3.3214357614440725e-12,0.8707792060777809,9.245837111228198e-11
70,distance,fasttext,ar_gpt2_sent.vec,vec,4,1.1430688381638303,0.823307869981226,7.229627806706241e-09,0.8312695150783452,3.831102298264425e-09
70,distance,fasttext,ar_gpt2_sent.vec,vec,5,1.0188754321107754,0.7477596702752499,8.715602057345906e-07,0.7451412308848157,9.981040702382297e-07
70,distance,fasttext,ar_gpt2_sent.vec,vec,all,1.0784630939438529,0.8296422708705276,1.776426108918993e-07,0.8249593967415386,2.0100294938532526e-07
75,distance,fasttext,ar_gpt2_sent.vec,vec,1,1.0396413644131928,0.7993324099856935,2.429367988221021e-08,0.810196431651685,1.1116889128095405e-08
75,distance,fasttext,ar_gpt2_sent.vec,vec,2,1.110373953380828,0.862591646177572,2.1946273252008845e-10,0.8237668585733211,6.975737588181517e-09
75,distance,fasttext,ar_gpt2_sent.vec,vec,3,1.150671321408151,0.8780131953802299,4.097160020072108e-11,0.8417777063812613,1.5729448915244908e-09
75,distance,fasttext,ar_gpt2_sent.vec,vec,4,1.1715463332844342,0.802811617670576,3.23903835893223e-08,0.8281499606067487,4.932326358249439e-09
75,distance,fasttext,ar_gpt2_sent.vec,vec,5,1.040363106613307,0.7346407345372574,1.6920489151638153e-06,0.7235057325471167,2.885207692897801e-06
75,distance,fasttext,ar_gpt2_sent.vec,vec,all,1.1025192158199826,0.8154779207502658,3.497986825936137e-07,0.8054793379520266,5.819611181727704e-07
80,distance,fasttext,ar_gpt2_sent.vec,vec,1,1.0618534055812663,0.7783344284549211,9.703352071796633e-08,0.7787714411110378,9.442132339062492e-08
80,distance,fasttext,ar_gpt2_sent.vec,vec,2,1.1364714904023068,0.8420263632207472,1.5389676075334727e-09,0.796625831175981,4.92376828797772e-08
80,distance,fasttext,ar_gpt2_sent.vec,vec,3,1.1729844000673513,0.8782991167617216,3.963303785062156e-11,0.8425119215634517,1.4745616953438492e-09
80,distance,fasttext,ar_gpt2_sent.vec,vec,4,1.1928539554710147,0.7798351188709649,1.4332030848421022e-07,0.8046615504676696,2.849598689740503e-08
80,distance,fasttext,ar_gpt2_sent.vec,vec,5,1.0588147999250448,0.7240292999503924,2.8153183335365372e-06,0.7205721056538694,3.3068200180920227e-06
80,distance,fasttext,ar_gpt2_sent.vec,vec,all,1.1245956102893966,0.8005048654517495,6.114501526768196e-07,0.7886285699944019,6.960899145910347e-07
85,distance,fasttext,ar_gpt2_sent.vec,vec,1,1.0770006866195088,0.78113894590097,8.135780512872284e-08,0.7939824737663511,3.50933172646575e-08
85,distance,fasttext,ar_gpt2_sent.vec,vec,2,1.1541294321976547,0.8395210807039992,1.9144765185769433e-09,0.7889236477253845,8.133902729089453e-08
85,distance,fasttext,ar_gpt2_sent.vec,vec,3,1.1973207639143046,0.8690858632197608,1.1108048054553055e-10,0.8555442410473307,4.423511352313982e-10
85,distance,fasttext,ar_gpt2_sent.vec,vec,4,1.2146366050483162,0.7482410371041441,8.499555576679357e-07,0.73272829441674,1.8579001036772684e-06
85,distance,fasttext,ar_gpt2_sent.vec,vec,5,1.0611815365928086,0.7565680327392641,5.456499062793692e-07,0.7471580993739232,8.992633561967635e-07
85,distance,fasttext,ar_gpt2_sent.vec,vec,all,1.1408538048745185,0.7989109919336277,2.9579776521503004e-07,0.7836673512659459,5.748076311129631e-07
90,distance,fasttext,ar_gpt2_sent.vec,vec,1,1.0914523720948843,0.7556443955625827,3.6994999799663727e-07,0.7628917916357109,2.451609285580686e-07
90,distance,fasttext,ar_gpt2_sent.vec,vec,2,1.1738439517631294,0.8235476997746056,7.095924143756394e-09,0.7650835560925856,3.4046393460391257e-07
90,distance,fasttext,ar_gpt2_sent.vec,vec,3,1.2148760896156503,0.8676440691496523,1.2960672390828364e-10,0.8630699466647821,2.0897606892656043e-10
90,distance,fasttext,ar_gpt2_sent.vec,vec,4,1.2345694233964606,0.7519557395814566,6.98959323750271e-07,0.7441054930778566,1.0526208514335672e-06
90,distance,fasttext,ar_gpt2_sent.vec,vec,5,1.0782181795087276,0.7434715607827782,1.0873131265812216e-06,0.7396406804599769,1.3200906548785428e-06
90,distance,fasttext,ar_gpt2_sent.vec,vec,all,1.1585920032757704,0.7884526929702151,4.3268959583915893e-07,0.7749582935861824,5.917090691086036e-07
95,distance,fasttext,ar_gpt2_sent.vec,vec,1,1.1091253012228437,0.7497973975075333,5.104003872813457e-07,0.7398245113452357,8.665285569712746e-07
95,distance,fasttext,ar_gpt2_sent.vec,vec,2,1.192733831939671,0.8080631423301867,2.243584343515754e-08,0.7632497028900628,3.774825527867563e-07
95,distance,fasttext,ar_gpt2_sent.vec,vec,3,1.2339533431791037,0.8679736893137482,1.2513577659962905e-10,0.8406763836079757,1.7319098048422574e-09
95,distance,fasttext,ar_gpt2_sent.vec,vec,4,1.2479557686214178,0.7342212317135405,1.7272296437803795e-06,0.7329117976209517,1.841367942074611e-06
95,distance,fasttext,ar_gpt2_sent.vec,vec,5,1.0946975856039967,0.7194489924654401,3.482515458783743e-06,0.6938027602529878,1.06627238643338e-05
95,distance,fasttext,ar_gpt2_sent.vec,vec,all,1.1756931661134067,0.7759008906660899,1.1485412938114451e-06,0.7540930311434428,2.749966965194257e-06
100,distance,fasttext,ar_gpt2_sent.vec,vec,1,1.1224867094354756,0.7626288602693645,2.489105136004535e-07,0.7640618710707349,2.2909418977276692e-07
100,distance,fasttext,ar_gpt2_sent.vec,vec,2,1.2057630802939734,0.8017619711598039,3.4811587697271624e-08,0.7557309047597186,5.709600497265112e-07
100,distance,fasttext,ar_gpt2_sent.vec,vec,3,1.2510847532507567,0.8691379403530526,1.1045957405709989e-10,0.8619686238914965,2.3385155432988633e-10
100,distance,fasttext,ar_gpt2_sent.vec,vec,4,1.2548101448251834,0.7616513478723342,4.1270813065624067e-07,0.7635568327242813,3.7103709669810144e-07
100,distance,fasttext,ar_gpt2_sent.vec,vec,5,1.103883170199166,0.7166140484386978,3.96434624596914e-06,0.7229556775046329,2.960327744510862e-06
100,distance,fasttext,ar_gpt2_sent.vec,vec,all,1.1876055716009113,0.7823588336186507,9.321773874994325e-07,0.7736547819901729,8.263305864525142e-07
